,Unnamed: 0,FileName,Abstract,Summary,Precision,Recall,F1_Score,Precision_rouge2,Recall_rouge2,F1_Score_rouge2,Precision_rougel,Recall_rougel,F1_Score_rougel
0,0,S0168874X14001516," Topology optimization problem requires repeated evaluations of the objective function and design sensitivity in the design domain with various density distributions. A repeated computations in the optimization process, requires a large amount of computing time and resources. These issues have inspired the development of optimization techniques combined with a system reduction. In order to reduce the system, this study employs a system dynamic condensation method based on selected primary degrees of freedom. Based on a system reduction, this study performs a topology optimization to maximize the eigenvalue and linear summation of each eigenvalue. In the optimization procedure, mode tracking method, called MAC, is used to pursue target modes, and the design sensitivity is calculated by a method of the rigid body mode separation assuring the reliability of sensitivity regardless of the design variable perturbation size. Each result of the numerical examples based on the reduction system is compared to that of the full system. Through a few numerical examples, it is demonstrated that the proposed method can provide efficient and reliable results in topology optimization. ","Traditionally, the size and shape optimization has been the main stream in the structural optimization field. Shape optimization, which deals with the modification of external shape, has a disadvantage in that the distorted mesh should be regenerated when elements are distorted during the optimization process. developed topology optimization to minimize compliance in static problems [13]. One is the higher order eigen-pair perturbation algorithm and the other is the cross-orthogonality check method. In particular, the analysis of a large scale structure takes enormous computing time. There are two kinds of methods based on the primary degrees of freedom (PDOFs) and the mode-based structural reduced order model (ROM) in the reduction system. This study proposes an efficient topology optimization based on the system reduction. Section 3 presents the general topology optimization including the mode tracking method. Section 4 evaluates the formulation of the sensitivity in topology optimization. Section 5 presents the maximization of the eigen-frequencies of a beam and plate by the proposed optimization method. The accuracy and efficiency of the reduced system approach for each example is compared to that of full system. In the first step, the scheme selects the candidate area by Rayleigh energy ratio. This method, which is based on the Improved Reduced System (IRS, [13]) was proposed for an efficient reduction system by Kim and Cho [9]. In the first step, in which the candidate regions for PDOFs are selected, the modified Rayleigh quotient considering the density of elements is evaluated to consider the void element in topology optimization. The first Ritz vector {z                            1} is obtained by the mass-normalization procedure of this static vector as shown in Eq. ( The transformation relation between PDOFs and SDOFs is given in Eq. ( In the second step, the SEM is applied to the reduced candidate region of the system that was constructed from the first step. Even if the homogenization design method has an advantage, which is relaxation of the concept and domain in the continuum field, it is hard to implement the computational program. On the other hand, because SIMP has the same essence as the homogenization design method: It is easy to implement the computational program. Because of this advantage of SIMP, many researchers have employed the SIMP method for topology optimization. The range of the design variable is defined between 0 (a void element) and 1 (a solid element) to express the exact density of each element. 10), differentiation of the objective function with respect to the design variable                                                e                       yields Eq. ( Moreover, it would be highly efficient to employ the reduced system approach in a large-scaled eigenvalue problem [9]. In the present study, we employ the four nodes hybrid stress shell element with drilling degree of freedom [17]. 5 shows the candidate area and PDOFs every-5-iteration until the 20th iteration process. The second eigenvalue is maximized to 266 as shown in                             Fig. 10 and the final configuration is optimized showing the identical result between the full system and the reduction system as shown in                             Fig. The example of this section maximizes the linear summation of the first eigenvalue and the second eigenvalue of a beam. Thus, the weighting factors are defined as w                            1=1.0, w                            2=0.4. 13, it is assured that the topology optimization based on the reduction system can be performed with reliability. The next example is the application for a plate with a concentrated mass. Every 15-iteration, the candidate area and PDOFs are shown in                             Fig. The candidate areas and PDOFs every 20-iteration is given in                             Fig. After the 10th iteration, the jumping scheme is applied and the information on the PDOFs is updated using the TLCS every 5-iteration. As a result, the proposed method provides a reliable result of topology optimization compared to that of a full system and saves the computing time due to the efficiency of the reduced system.",0.7422072451558551,0.2069046500704556,0.3236005985955525,0.0761904761904762,0.2484472049689441,0.11661807220949617,0.17073170731707318,0.47115384615384615,0.250639382284522
1,1,S0168874X14001528," Accuracy and efficiency are significant factors in wave propagation and load identification of mechanical structure. By introducing modified Hermitian cubic spline wavelets on interval (HCSWI), a multi-scale wavelet-based numerical method is proposed. The present method can avoid the boundary problem of the original Hermitian interpolation wavelet. A modified Hermitian interpolation wavelet base can get transformation matrix, so the modified Hermitian wavelet finite element is proposed in this paper. Positive question-wave propagation and inverse question-load identification is verified by this means. The modified Hermitian wavelet finite element involves wave propagation and load identification in rod and Timoshenko beam which are obtained and then compared with results calculated by traditional finite element method (TFEM) and B-spline wavelet on interval (BSWI) finite element. The results indicate that the present method for wave propagation and load identification has higher precision and costs less time on mechanical structure. ","Wave propagation and load identification are the key subjects of intensive investigations in mechanical engineering over the years [1,2]. Thus, accuracy and efficiency are importantly and greatly required for finite element techniques when they are used in high frequency wave propagation simulation [9]. Finite element method (FEM) has been playing an important role in many engineering fields. Since B-spline wavelets have explicit expressions, high degree of accuracy and high efficiency, numerous researchers focus on the B-spline wavelet on interval (BSWI) finite element method [23,24]. For the orthogonal characteristic of the wavelet bases with respect to the given inner product, the corresponding multi-scale solution equation will be decoupled across levels totally or partially and it suits for the nesting approximation. constructed biorthogonal multi-wavelets on the basis of the Hermite cubic splines                       1 and                       2                       [31]. The shifts of                       1 and                       2 generate the wavelet space W.                       Fig. 2 shows the graphic of                       1 and                       2. These features make HCSWI as a finite element interpolation function better than that of BSWI. 8 shows the lifting scheme for the wavelet based numerical method. Therefore, the unknown function could be entirely expanded in terms of the wavelets. 31), only the sub-matrices C                                               x,y                      , (x=                      1                      ,,                                               j1; y=                                               l                      )will be calculated when the scale l is lifted to l+1 and other sub-matrices will be preserved. The excitation signal used in this section is the product of a sinusoidal signal with frequency 100kHz modulated and amplitude 2 by Hanning window in the left side of rod or beam (in                          Fig. In all examples, a computer with an Intel CPU 3.1GHz and memory 4G bytes is used, and we select Matlab and 64bit Windows 7 operating system. 11(a) shows the middle side wave propagation of rod with different scales of HCSWI. The results of scale at j=3 of HCSWI elements are close to that of 600 TFEM. 11(b) shows the middle side wave propagation of rod with different method. 30 HCSWI elements with j=3 have higher precision than BSWI elements in 4 order 3 scale of rod. The process is consistent with the actual process of wave propagation [5]. The second wave is propagated over the respond by the excitation signal at the middle side. The first wave propagation spread continuously from left to right, when it reaches the rod fixed end reversely. Table 2 shows the left side and the middle side wave propagation with time consumption of Timoshenko beam with different methods. As the scale ascension of HCSWI, the precision of load identification is higher than that of low scale of HCSWI. The accuracy of scale j=3 of HCSWI elements is close to that of the exact solution. 19(b) displays the middle side load identification of rod with 30 HCSWI elements, 30 BSWI elements and 600 TFEM. Compared with the 600 TFEM, the accuracy of 30 HCSWI elements with j=3 is close to that of 600 TFEM, but time consumption is less than that of TFEM. 30 HCSWI elements with j=3 have higher precision and less time consumption than BSWI elements in 4 order 3 scale of rod. The result of 30 HCSWI elements with j=3 is close to that of the exact solution. 21(a) shows the left side load identification of beam with different scales of HCSWI. 21(b) shows the left side load identification of rod with 30 HCSWI elements, 30 BSWI elements and 600 TFEM. The precision of load identification is higher than that of low scale of HCSWI, as the scale ascension of HCSWI. HCSWI has the good performance of the lifting scheme observed when the wavelets are added step by step to realize multi-scale approximation of the rod and beam, but the ascending scale way of BSWI is more complex. By using modified HCSWI, a multi-scale wavelet-based numerical method is proposed. In practical engineering applications the modified finite element model can be used to simulate wave propagation and load identification. ACKNOWLEDGMENTS   This paper was supported by the National Natural Science Foundation of China (Nos. 20120201110028) and the Program for Changjiang Scholars and Innovative Research Team in University.",0.7628571428571429,0.1776053215077605,0.2881304657658797,0.059880239520958084,0.25,0.09661835436999706,0.16487455197132617,0.5542168674698795,0.25414364287460706
2,2,S0168874X14001413," The topic of the paper is related to the macroscopic modelling of riveted assemblies for full-scale aircraft structures subjected to crash/impact loadings. Super-elements have been developed to model the rivet and its rupture. However, stress concentrations in riveted assemblies can also initiate cracks from hole boundaries that propagate to the next ones and can lead to the catastrophic loss of the airplane by dismantlement of structural parts. An hybrid-Trefftz perforated super-element has been previously developed by the authors. However, the hole boundary of this super-element is a traction-free analytical boundary, preventing any connection with rivet elements. As a necessary first step to make the connection with the rivet possible, it is proposed to formulate additional nodes on the hole boundary of the perforated super-element. However, increasing the number of nodes implies increasing the super-element interpolation functions series order. Their ability to accurately describe the strain and stress fields is evaluated. It is found that when the series order is increased, the mechanical fields are still well described, but are a little less accurate than lower order interpolation functions. This evolution is discussed and seems to be linked to the ill-conditioning of the system. The accuracy is however still sufficient for the formulation of a 16-node super-element featuring eight nodes on the hole boundary. ","Finite element analysis (FEA) of airframe under high velocity impacts hardly succeeds in representing the failure of the structure when it occurs in riveted joint areas. Piltner [7] formulated a super-element featuring an elliptical hole. Most of the above-mentioned elements featuring geometrical discontinuities are hybrid-Trefftz displacement finite elements because, with this approach, complex mechanical fields near the defect can be represented without the need to mesh finely the area. Consequently, loadings cannot be exchanged between the rivet macro-model and the perforated plane element. The increase in the number of nodes of the perforated super-element implies an increase in the number of series terms of the interpolation functions (i.e., an increase in the order of the Laurent series). The boundaries S                                                     u                          and S                                                     t                          represent the prescribed displacement boundary and the prescribed traction boundary, respectively. This minimum number does not always guarantee a stiffness matrix with full rank. However, too many parameters would make the element become too stiff [26,28,31]. Note that these rules do not vary wherever the dofs are placed (in particular along the internal or external boundaries). 1(b)), it is proposed to study the interpolation functions associated with this super-element. 2                         ) has no influence on the KM solution [8]. The truncation order of the series in the KM solution (2)(6): N and M, with N=M.  The number of data points (where displacements are collected on the reference solution). The equivalent von Mises stress field obtained for this test-case is presented in Fig. This configuration is the less accurate among all those studied. 3); the maximal percent error being to the worst for the component                                                      xy                          and is about                                                                                              10                                                                                                                                  4                                                                                       %                         . The analytical expression of x-displacement, for example, for the three above-mentioned load cases is thus given by Eqs. ( 2 and the two orders 4 and 8, is undertaken for these new test-cases. The conclusions are similar compared to the previous uniaxial tensile test-case: whatever the test-case considered, the maximal percent error increases when the order is equal to 8 and particularly when data points are located on the hole boundary. This problem has been encountered in the literature by Rezaiee et al. [ The two proposed solutions have been evaluated and compared at one or two positions near the hole for the calculation of hoop stress. The study presented in the present paper endeavours to analyse each obtained solution in the whole domain                                                                                     [                                                              1                               ,                               1                               ]                                                                                       2                                                                           , and not only at few points. It should be noted that close to the hole, all configurations give good results too and in particular for the value of the hoop stress (the maximal percent error in Tables 1 and 2 are never observed at the hole boundary). The value of the condition number of the matrix                                                                                     A                                                                                       ls                                                                            is given in Table 3                       according to each configuration. Nevertheless, even if the solution computed from KM functions remains still very close to the reference solution for all considered load cases, the paper highlights the fact that the obtained results are counter-intuitive. Indeed, the accuracy of the computed solution decreases when increasing the series order, due to the increased sensitivity. The ill-conditioning of the system is suggested as being the origin of the sensitivity of these interpolation functions. Finally, these inaccuracies at order 8 are not significant, and they are not a priori an obstacle for the forthcoming developments. Therefore, the theoretical formulation of a 16-node perforated super-element featuring eight nodes on its perforation (i.e., the variational principle and the stiffness matrix) will be presented in a future paper. The authors gratefully acknowledge the support of these institutions.",0.6930555555555555,0.1984884645982498,0.3085971311253499,0.06902985074626866,0.19170984455958548,0.10150891243061802,0.19047619047619047,0.47619047619047616,0.27210883945578235
3,3,S0168874X14001437," Automotive door sealing system isolates passenger compartment from water, dust and wind noise. It has the most direct influences on door-closing performance, which is determined by cross-section design in terms of its appropriate Compression Load Deflection (CLD) property. Traditional sealing structure has uniform geometrical cross-section. It has the shortcomings of bad fitting in corner parts with large curvatures, causing inaccurate door-closing effort design. Regarding the door panels complex 3D profile, numerical analysis and optimal design for new sealing with variable cross-section are developed in this paper. Firstly, the whole sealing is partitioned into several parts. For four nearly straight segments, conventional 2D numerical analysis can still be used to obtain desired geometrical configuration. For other four curved corner parts with large curvatures, 3D numerical analysis of door closing is applied. Secondly, 2D geometrical cross-section optimization is proposed. Instead of three variables in previous research, five variables are selected for featuring cross-section geometry and used for next CAD reconstruction with more precision. After comparison between Back Propagation (BP) neural network and the Kriging surrogate model, BP neural network which performs better and efficient in this automotive design optimization field is applied for extracting nonlinear mapping between five cross-section parameters and compression load, which were parallely optimized by Genetic Algorithm (GA) and its efficiency and accuracy are compared with another evolutionary algorithm of Particle Swarm Optimization (PSO). Thirdly, 3D numerical modeling of four curved corner parts closing process is realized, of which twisting and bending effects during seal assembly are taken into account, thus minimizing theoretical error and producing more realistic solution. Consequently, the desired geometrical configurations for both straight parts and corner parts satisfying designated CLD property can be obtained and the whole sealing can be achieved with variable cross-section, resulting in an ideal door closing effort. Finally, a Matlab-based platform has been developed to assist the design and optimization process. Experiment and case study indicates that it provides an effective method for new door sealing design with variable cross-section. ","Automotive door seals are installed in narrow gaps between door and body frame along the perimeters of the opening panels, as shown in                       Fig. It was revealed that door sealing consumes 3550% energy during the door closing process [2], thus making it become the dominant role for door closing effort design [35]. A good door sealing design needs to satisfy both the sealing quality and the door-closing performance. Nowadays, computational efforts have been implemented for door seal design. Although numerical analysis makes great contributions to the door seal design, there still exists some problems for this high non-linear behavior. Very few parameters of height and wall thickness are selected for geometrical description. It is simple for design, but would cause inaccurate reconstruction of geometrical configuration. A typical door sealing is geometrically divided into eight segments, considering the curvature change of true profile. Based on Genetic Algorithm, cross-section parameters are parallely optimized. By using 2D cross-section optimization for nearly straight segments of door seal and 3D numerical analysis for the rest of the corner parts, the whole sealing can be designed with variable cross section. Traditional sealing structure has uniform geometrical cross-section. Door seals use Ethylene Propylene Diene Monomer (EPDM) sponge rubber. Test process is performed based on the standard GB/T 528-2009. The dimensions of test specimen are shown in                          Fig. In order to predict sealing performance and door-closing force, the chemical, mechanical properties and the constitutive model of rubber material must be considered; moreover, the different orders of the same material constitutive model also influence the reliability of the simulation results. 1] to select suitable material model for the experimental results. Then, genetic algorithm is applied to parallely search cross section parameters. In fact, rib segment is very sensitive to compression load according to study in this paper, and a penalty function technique is used to handle the contact constraints in the finite element contact simulation. 9 shows the poor sealing performance caused by rib and the comparison of compression response with and without rib structure. To evaluate the performance of a seal product under actual conditions, the seal deformation is checked in three critical configurations depending on the relative position of the door and frames, denoted by D2, D, D+2 in Fig. D represents the complete closing condition, while D2 and D+2 are slightly less and more deformed conditions, respectively. BP neural network can realize complicated implicit mapping as long as it has enough hidden layers and points. It was adopted in this paper for extracting mapping between five variables of cross-section and the desired CLD response with the closest approximation algorithm. Table 9 shows the five variables of the original section and the comparison of BP neural network results and Kriging ones is shown in                             Table 6. After many trials, its best operating parameters can be obtained and are listed in                             Table 8. When corner parts were compressed during door closing, the compression load would be generated from both the normal force as well as the tangent force and twisting force, causing inaccurate calculation of compression force if only using the CLD property obtained from 2D cross-section analysis. The door sheet metal and body frame metal are defined as rigid body and the seal is regarded as the deformable body characterized by the constitutive model of Foam after verification of sealing rubber material as mentioned. 23 and 24 show its application for an engineering case study. Door panels large curvature causes sealing, bending and twisting effect on door closing effort. 3D numerical analysis of door corner part assembly and closing process must be modeled so that corners compression load is calculated directly instead of using CLD from 2D analysis. 51275359), Project of Shanghai Key Laboratory of Digital Manufacture for Thin-walled Structures project (No. Director Dr. DAI Yuankan and Research Manager XIA Guoyong of HUAYU-COOPER Standard Sealing System CO.,",0.5874155405405406,0.3245450303313112,0.4180953334750503,0.08680555555555555,0.16611295681063123,0.11402508101044186,0.24355300859598855,0.4358974358974359,0.31249999540069484
4,4,S0168874X14001425," Multi-scale finite element (FE) modeling and analysis of engineering structures have become very necessary in order to provide both global and local structural information for a comprehensive assessment of structural safety. The multi-scale FE modeling needs FE coupling methods to combine mixed-dimensional finite elements, such as beam-to-shell and plate-to-solid, in a single structural model. This paper presents a new mixed-dimensional FE coupling method that can achieve both displacement compatibility and stress equilibrium at the interface between the different element types. The principle of virtual work is first used to derive both linear force and displacement constraint equations for the interface. A numerical method compatible with commercial FE codes is developed to figure out the linear constraint equations which satisfy both displacement compatibility and stress equilibrium conditions at the interface. The proposed coupling method is then extended to nonlinear mixed-dimensional FE coupling problems. Finally, the proposed coupling method is applied to a number of test cases including linear beam-to-plate, beam-to-shell and beam-to-solid interface problems, a linear frame structure, and a beam-to-shell buckling problem. The obtained results are also compared with those from the existing methods. It reveals that the proposed coupling method can handle both linear and nonlinear mixed-dimensional FE coupling problems more accurately than the existing methods and that it can be applied to a structure satisfactorily for multi-scale simulation. ","Finite element (FE) modeling and analysis of an engineering structure nowadays are a common practice to understand structural behavior and assess structural safety. Broadly speaking, there are two major coupling methods currently available: volume coupling and surface coupling [5]. The MPC method can be used for static and dynamic analysis of linear or nonlinear structures [1722]. There are mainly two types of the MPC method: the rigid interface method and the deformable interface method. The elimination scheme enforces the MPC method by eliminating dependent DOFs. The principle of virtual work is first used to derive both linear force and displacement constraint equations for the interface. The proposed coupling method is then extended to nonlinear mixed-dimensional FE coupling problems. To validate the proposed coupling method, a number of finite element test cases are finally examined. These cases include linear beam-to-plate, beam-to-shell and beam-to-solid connections for linear mixed-dimensional FE coupling, a linear frame structure for structural multi-scale simulation, and a beam-to-shell buckling problem for nonlinear mixed-dimensional FE coupling. The mixed-dimensional FE model of the beam and plate connection is shown in                       Fig. 2), we have                                                                                                              u                                                                                       B                                                                              =                         C                                                                                                             u                                                                                       P                                                                           . The coefficient matrix                                                                                     C                                                        T                                                of the force constraint equation can be regarded as a distribution matrix to distribute the forces or moment at the node of the beam to the nodes of the plate at the interface. 1) and (7) can achieve both displacement compatibility and stress equilibrium at the interface between the different element types. 4, so that the substructure has the same mesh and element type with the plate at the interface. The nodal force model is formed by repeating the substructure with the same mesh and element type, as shown in                          Fig. Then, the iteration process will guarantee the accuracy of the coefficient matrix of the constraint equation without end effects. Initially, the rigid connections are used to connect the loading node and all the nodes at the corresponding end section. The new nodal force vector and then the new coefficient matrix are calculated. Moreover, it is also convenient to be applied to more than two members of arbitrary cross section at a structural joint using more than two interfaces. 7, is used to illustrate how to construct nonlinear constraint equations for nonlinear interface coupling. In consideration that the interface moves during the nonlinear solution process, the nonlinear displacement and force constraint equations are first developed in a local interface coordinate system (CS) at the interface. The constraint equations are then transformed to a global CS for solution. The relationship between the coefficient matrices of the nonlinear force and displacement constraint equations for the interface is derived in this section. The nonlinearity of the coefficient matrix of the constraint equation is due to the change of stiffness at the interface caused by materials and geometrical nonlinearity. The force distribution matrix in the local coordinate system is calculated using the method proposed in Section 3 in which the stiffness matrix at the interface of shell is extracted during the nonlinear iteration process. The force distribution matrix in the global coordinate system can be determined through coordinate transformation. Use the constraint equation in the initial configuration to calculate the response of the system. The computation of the coefficient matrix                                                                                              C                                                                                                t                                                                                     in the local coordinate system may need huge computation time. 18) is only suitable for the interface without material nonlinearity. By combining the nonlinear constraint equations with the nonlinear FE model of the structure, one can use the Newton iteration process to find the solution of the structure with nonlinear constraint equations. This section will examine a number of finite element cases using the proposed coupling method, and the results will be compared with those obtained from the existing methods to validate the proposed coupling method. A cantilever of a solid rectangular cross-section, as shown in                          Fig. It is clamped on the left end and subjected to a concentrated force on the right. The proposed method can thus give more accurate results in shear stress distribution in the plate at the interface than the McCune method. Furthermore, the McCune method and the RBE3 method in ANSYS are also considered for comparison. The McCune method needs to assume stress distribution over the box cross-section. Table 3 lists the maximum Von Mises stress and the maximum shear stress obtained from the four methods as well as the relative error by taking the exact solution as a reference. The results from the proposed method are almost the same as the results from the pure shell model. The stresses of the cantilever with the same multi-scale model as discussed above are also calculated for the cantilever under the action of a torsion of 10kNcm at the left end using the four different methods. The torsion-induced Von Mises stress contours are calculated and plotted in                                                                                                     Figs. A concentrated force is applied in the y-direction on the left end of the cantilever. The comparisons are also made for the deflection at the left end of the cantilever and the maximum Von Mises stress among different methods/models. 30 shows a frame structure constructed by one beam and two columns of I cross-section. The mid-span deflection of the beam is calculated using different methods and listed in                          Table 5. The relative errors of the deflection at the mid span of the beam calculated by the proposed method, the McCune method and the RBE3 method are 0.81%, 0.81% and 4.19%, respectively, which indicates that the proposed method has a good accuracy for deflection results. The stress results from the RBE3 method, however, show serious stress disturbance at the interface between the beam and column. The maximum Von Mises stresses are 170.2, 182.8 and 170.2MPa from the proposed method, the distributing coupling method and the pure shell model respectively. A numerical method compatible with commercial FE codes has been developed to figure out the linear and nonlinear constraint equations which satisfy both displacement compatibility and stress equilibrium conditions at the interface. In particular, the proposed methods always yield more accurate stress results and stress distribution at the interface.",0.8266666666666667,0.1698851774530271,0.2818496566402229,0.13811420982735723,0.5445026178010471,0.22033897982299,0.27873563218390807,0.7950819672131147,0.41276595360289736
5,5,S0168874X14001541," Bridging domain method (BDM) is a multiscale method which couples molecular dynamics (MD) with finite element simulations. In this paper, using numerical study we show that time integration step size and the discretization of Lagrange multipliers can highly impact the capability of BDM in removing spurious reflections. We present a technique to enhance the performance of bridging domain method and to alleviate the effects of the two aforementioned factors on the BDM. In our technique, the total displacement field of the atoms located in the overlapping zone is decomposed into a coarse and a fine field. The equations of motion of fine scale oscillations are first obtained and then modified to include a damping term. The damping condition effectively filters out and removes the fine scale oscillations that cannot pass into the continuum domain; hence eliminates the spurious wave reflections. Using numerical examples, we show that the proposed enhancement significantly improves the performance of bridging domain method. This is specially significant when discontinuities such as cracks are present in the domain or when the integration time step is small. ","Molecular dynamics simulations provide vast amount of information about material behavior at nanoscale. To avoid the spurious wave reflections, the interface between the atomistic and continuum should be such that coarse scale information (low frequency waves) can be accurately transmitted in both directions, whereas the fine scale oscillations which cannot be transmitted into the continuum zone should be eliminated at the interface. In Section 3, we numerically study the performance of the BDM method and will provide the motivation of the proposed enhancement. The compatibility of deformation between atomistic and continuum domain in the overlapping zone can be imposed in different ways [9,10,36,37]. Therefore, we employ a predictor-corrector velocity Verlet algorithm to update the atomistic and continuum displacement and velocity fields. The displacement field obtained at this stage is called predicted displacement field. ( These steps can be repeated until the displacement fields and Lagrange multipliers (                            d                            ,                            u                          and                                                      ) converge. The snapshots of the simulation results at t=2ps are depicted in Fig. 3a and b show that consistent constraint matrix is not very successful in eliminating spurious reflections of high frequency waves into the MD domain using either large or small integration time steps. The Hamiltonian of the entire domain along with the Hamiltonian of the atomistic and continuum subdomains are shown in Fig. 4a and b show that when consistent constraint matrix is employed, the Hamiltonian of the entire system remains constant and the Hamiltonian of atomistic zone does not go to zero. Therefore, no wave component is trapped in the atomistic zone. For this purpose, we obtain the equations of motion of fine scale oscillations and modify it to include a damping term. This idea was later used to develop other multiscale methods such as perfectly matched multiscale method [40]. The fine scale displacements cannot be resolved by the continuum mesh and should be eliminated. Using viscous damping, a damping force proportional to fine velocity of the atom is applied to the fine motion of each atom. The selection of an appropriate damping coefficient is described in Section 4.3. This gives the total atomic displacement after the elimination of fine scale oscillations. This necessitates some considerations to be taken into account when the damping coefficient is chosen. 2), and                                                                                              C                                                                                                                                                                                     is a user-defined parameter. Using this approximation, very little spurious reflections are developed near                                                                                                                                                                                              C                                                                                    , and the fine scale displacements are effectively eliminated. We solve one- and two-dimensional examples to investigate the performance of the proposed enhancements. All the numerical simulations are conducted at an absolute zero temperature and the reference solution of all the problems are obtained by using a fully atomistic description of the entire domain. The total Hamiltonian of the atomistic zone versus time obtained using displacement and velocity constraints are shown in Figs. 6 and 7                                                  , respectively. These plots also confirm that regardless of the size of the overlapping domain, standard BDM methods are more successful in removing spurious reflections when the integration time step is large. For this problem, we use =0.467eV and =0.2296nm which leads to an equilibrium bond length of r                         0=0.2577nm of the triangular lattice. The entire domain dimensions are 63.02nm60.49nm and the initial crack length is 10nm. 8                         ) is applied to the upper and lower edges of the continuum domain. The new cracks then grow along                                                                                                                                                                                              A                                                                                     to the side edges of the domain. By increasing the size of overlapping zone, the crack growth path obtained from standard BDM approaches that of pure MD, however this example clearly shows that EBDM is more efficient in modeling problems involving discontinuities. 8 is used to prescribe both tensile and shear components of the external loading. Therefore, standard BDM methods are capable of predicting the correct crack path only when the overlapping length is large. CONCLUSIONS   In this paper, we investigated the performance of standard bridging domain method as a function of overlapping length size, the form of Lagrange multipliers discretization (strict versus weak compatibility), the type of constraint matrix (consistent versus diagonalized), the integration time step size, and the type of constraint between atomistic and continuum domain in the overlapping zone (displacement versus velocity constraint). In contrast to the standard bridging domain methods, by reducing the time step size, the performance of enhanced bridging domain method improves. The two anonymous reviewers are gratefully acknowledged for their constructive comments.",0.794017094017094,0.160365958915933,0.2668399782161825,0.07939189189189189,0.281437125748503,0.12384716389313317,0.19090909090909092,0.5625,0.28506786951946117
6,6,S0168874X14001619," Laser-assisted machining combines several experimental parameters such as cutting speed, feed rate, depth of cut, laser power and distance between tool rake face and the laser beam axis. The optimization of these parameters is necessary to ensure the efficiency of assistance and to increase productivity. This paper focuses on the understanding of the physical phenomena during laser-assisted machining, and on optimising this process. This contribution is based on an experimental and a numerical study. The experimentalpart highlights the effects of the laser power as well as the distance between the tool rake face and the axis of the laser beam. As for the numerical part, it was performed on the ABAQUS/Explicit software. The proposed model improves the understanding of the physical phenomena of chip formation and the cutting force reduction when machining with laser assistance. In addition, this model allows a better optimization of laser and cutting parameters.Numerical findings generally corroborate experimental results and can lead to some other information difficult to catch experimentally. The main contention in the paper is that the distance between the axis of the laser beam and the tool rake face is the most important parameter that controls the reduction of the cutting force. This cutting force reduction can exceed 50%. ","Titanium alloys are known for their high mechanical characteristics even at high temperatures and for their corrosion resistance. The combination of high mechanical properties, low density and corrosion resistance presents interesting advantages for titanium alloys. The study done by Ding and Shin [3] proves that there is an improvement in surface roughness and that there is no microstructural change. Lesourd [5] was among the first to develop a finite element model for laser-assisted machining (LAM). Thus, the understanding of laser heating on the chip formation becomes more relevant. The tungsten carbide tool is considered deformable, flank angle =7, rake angle =7 and nose radius                                                                                              r                                                                                                                                                                                       =                            30                                                                                    m                         . One of the most widely used behavior laws is the JohnsonCook constitutive equation (1)                          [10]. Johnson and Cook [11] have developed in the mid 1980s a damage model which takes into account the sensitivity to strain rate, temperature and hydrostatic pressure . Table 2                          illustrates the parameters of the behavior and the damage law used. The model allows, among others, to simulate the formation of shear bands during chip genesis. For the ASB that is formed, the temperature reaches its maximum and the stress reaches its minimum. Physically, laser heating is carried out by the absorption of the laser beam on only few nanometers. In fact, the purely thermal simulation described previously, allows us to know the optimal distance between the tool and the laser beam. The depth affected by the heating depends mainly on the speed of the laser beam, its power and the distance a between the cutting face of the tool and the beam axis. The contact between the tool and the workpiece is handled by a masterslave algorithm. 7                          shows the temperature fields in different conditions at a point of the tool rake face. In LAM, for a cutting speed of about 80m/min the average temperature of the material that will be machined, just before the primary zone, is approximately 350C at 500W and 600C at 1000W. In these conditions, temperature of the tool is not strongly influenced by the laser power (Fig. This reduction is due to the decrease of the flow stress caused by laser heating. The machine used is a dedicated hard turning REALMECA RT-5, modified to receive the focusing laser head on a specific gantry (5 axes). Tests were conducted on the basis of an experimental design plan that covers a wide range of cutting conditions and parameters of the laser source. However, an increase in the cutting speed or in the feed rate leads to a decrease in the rate of reduction in the cutting forces. However, this could cause the melting and the bonding of the chip on the rake face of the tool. This shows remarkable differences between the chips obtained by conventional machining tests and those obtained by laser-assisted machining tests. These changes in the shear angle  and the distance Dc generate an increased frequency of segmentation of the chip. CONCLUSION   A new cutting model was developed to understand the mechanics of chip formation in the case of laser-assisted machining. On the basis of a heating model, it was possible to optimize the laser parameters, in particular, the laser power and the distance between the laser beam axis and the tool rake face.",0.6555555555555556,0.2362520021356113,0.347332201241505,0.05739514348785872,0.15204678362573099,0.08333332935450587,0.15671641791044777,0.4,0.22520106834089235
